"Product Name","Category","Material Type","Style","Description","Available Sizes","Color Variants Count","Color Variants","Color Variants Detailed","Swatch Image URLs","Lifestyle / Room Image URLs","Price"
"Onice Supreme","","Glazed Porcelain","MA RBLES","","24""x48"" R; 12""x24"" R","10","transforming it into a luxurious sanctuary of | Marfil | of nature in every piece. Inspired by the sublime | beauty of onyx, this marble finish exudes the | elegance and grandeur of precious stones. | Its refined texture showcases delicate golden | veining intertwined with translucent cream | tones, creating a serene and sophisticated | aesthetic. Onice Supreme elevates any space, | tranquility and grace.","transforming it into a luxurious sanctuary of [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onice-supreme__transforming-it-into-a-luxurious-sanctuary-of__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onice-supreme__transforming-it-into-a-luxurious-sanctuary-of__2.png] | Marfil [no image extracted] | of nature in every piece. Inspired by the sublime [no image extracted] | beauty of onyx, this marble finish exudes the [no image extracted] | elegance and grandeur of precious stones. [no image extracted] | Its refined texture showcases delicate golden [no image extracted] | veining intertwined with translucent cream [no image extracted] | tones, creating a serene and sophisticated [no image extracted] | aesthetic. Onice Supreme elevates any space, [no image extracted] | tranquility and grace. [no image extracted]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onice-supreme__transforming-it-into-a-luxurious-sanctuary-of__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onice-supreme__transforming-it-into-a-luxurious-sanctuary-of__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/onice-supreme__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/onice-supreme__lifestyle__2.jpg",""
"Onyx","","Matte & Polished Porcelain","MA RBLES","The Onyx series gathers light of with warm nuances in waves that run smoothly over the surface of this porcelain tile, which create a feeling of spaciousness and luminosity.","24""x48"" R; 12""x24"" R","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__8.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/onyx__white__8.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/onyx__lifestyle__1.jpg",""
"Panama","","Glazed Porcelain","WOODS","Panama is a collection whose design is inspired by three oak varieties that combine their most unique characteristics to create a balanced and beautiful fusion. The result is a finish that rivals natural woods, thanks to the advanced manufacturing techniques that make this perfect amalgam of micro-reliefs, shades and mattified areas possible. The level of detail in the Panama porcelain collection is astonishing, with an extremely rich and natural response to light. The surprisingly authentic finishes allow for the creation of warm and welcoming spaces,","8""x48"" R; 12""x36"" R","2","Roble | Suite Roble","Roble [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__6.png] | Suite Roble [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__3.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__roble__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/panama__suite-roble__3.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/panama__lifestyle__1.jpg",""
"Pavers","","Color Body Porcelain","STONES","","24""x24"" R; 24""x36"" R","8","Piamonte Gris | Cortona Antracita | Cortona Gris | Toscana Arena | Avalon Rock Blanco | Avalon Rock Arena | Serena Crosscut Bone | Serena Crosscut Moka","Piamonte Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__piamonte-gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__piamonte-gris__2.png] | Cortona Antracita [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-antracita__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-antracita__2.png] | Cortona Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-gris__2.png] | Toscana Arena [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__toscana-arena__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__toscana-arena__2.png] | Avalon Rock Blanco [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__avalon-rock-blanco__1.png] | Avalon Rock Arena [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__avalon-rock-arena__1.png] | Serena Crosscut Bone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__serena-crosscut-bone__1.png] | Serena Crosscut Moka [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__serena-crosscut-moka__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__piamonte-gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__piamonte-gris__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-antracita__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-antracita__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__cortona-gris__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__toscana-arena__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__toscana-arena__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__avalon-rock-blanco__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__avalon-rock-arena__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__serena-crosscut-bone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pavers__serena-crosscut-moka__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pavers__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pavers__lifestyle__2.jpg",""
"Pigment","","Glazed Porcelain","STONES","The 60s terrazzo trend is back in the shape of bold designs that reinterpret the classics. Our Pigment series recovers the terrazzo look, adding the unique attributes of a color body porcelain. A modern and resistant collection that is ideal for commercial and residential use in contemporary and fearless designs.","35""x35"" R","1","Multicolor","Multicolor [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__5.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pigment__multicolor__5.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pigment__lifestyle__1.jpg",""
"Port Noir","","Glazed Porcelain","MA RBLES","","24""x48"" R; 12""x24"" R","6","Port Noir | and ideal qualities for both flooring and wall | striated graphite surface together with streaks | of bright and fractured white veins that cross it, | give the Port Noir series a sumptuous aesthetic | cladding uses.","Port Noir [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__6.png] | and ideal qualities for both flooring and wall [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__and-ideal-qualities-for-both-flooring-and-wall__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__and-ideal-qualities-for-both-flooring-and-wall__2.png] | striated graphite surface together with streaks [no image extracted] | of bright and fractured white veins that cross it, [no image extracted] | give the Port Noir series a sumptuous aesthetic [no image extracted] | cladding uses. [no image extracted]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__port-noir__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__and-ideal-qualities-for-both-flooring-and-wall__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/port-noir__and-ideal-qualities-for-both-flooring-and-wall__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/port-noir__lifestyle__1.jpg",""
"Pro","","Matte & Polished Porcelain","INDUSTRIA L","Basic and essential. This sums up the Pro & Pro Max series, which come in an array of neutral colors that are practical to use and easy to maintain, also allowing the possibility of extending your indoor tile to outdoor space.","35""x35"" R; 24""x24"" R; 24""x48"" R; 12""x24"" R; 3""x12""","5","Ivory | Nude | Sand | Concrete | Cement","Ivory [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__3.png] | Nude [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__4.png] | Sand [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__sand__1.png] | Concrete [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__4.png] | Cement [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__cement__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__cement__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__ivory__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__nude__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__sand__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__concrete__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__cement__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro__cement__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__2.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__3.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__4.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__5.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro__lifestyle__6.jpg",""
"Pro Max","","Glazed Porcelain","INDUSTRIA L","","24""x24"" R; 12""x24"" R","5","Sand | Ivory | Nude | Cement | Concrete","Sand [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__sand__1.png] | Ivory [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__ivory__1.png] | Nude [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__nude__1.png] | Cement [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__cement__1.png] | Concrete [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__concrete__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__sand__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__ivory__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__nude__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__cement__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/pro-max__concrete__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/pro-max__lifestyle__1.jpg",""
"Riviere","","Glazed Porcelain","MA RBLES","","12""x24"" R; 24""x24"" R; 24""x48"" R","16","Gris | conquers space with the quiet elegance of the essential. | Rigato Beige | Rigato Gris | Beige | water, Riviere conveys calm, elegance and authenticity. The | surface of this porcelain tile is characterised by a matte, | almost silky background from which subtle veins emerge | that are only revealed with light, adding movement and a | genuinely organic effect. This effect is amplified by InTech+ | technology, which captures the tonal variations, reliefs and | nuances with the maximum precision that make each piece | a living surface. When walking on Riviere, you can feel the | duality that defines it: subtlety and character. The calm, | contemporary base comes to life through delicate veins that | give it an organic movement. With these features, Riviere","Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__gris__1.png] | conquers space with the quiet elegance of the essential. [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__conquers-space-with-the-quiet-elegance-of-the-essential__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__conquers-space-with-the-quiet-elegance-of-the-essential__2.png] | Rigato Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-beige__1.png] | Rigato Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-gris__2.png] | Beige [no image extracted] | water, Riviere conveys calm, elegance and authenticity. The [no image extracted] | surface of this porcelain tile is characterised by a matte, [no image extracted] | almost silky background from which subtle veins emerge [no image extracted] | that are only revealed with light, adding movement and a [no image extracted] | genuinely organic effect. This effect is amplified by InTech+ [no image extracted] | technology, which captures the tonal variations, reliefs and [no image extracted] | nuances with the maximum precision that make each piece [no image extracted] | a living surface. When walking on Riviere, you can feel the [no image extracted] | duality that defines it: subtlety and character. The calm, [no image extracted] | contemporary base comes to life through delicate veins that [no image extracted] | give it an organic movement. With these features, Riviere [no image extracted]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__conquers-space-with-the-quiet-elegance-of-the-essential__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__conquers-space-with-the-quiet-elegance-of-the-essential__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/riviere__rigato-gris__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/riviere__lifestyle__1.jpg",""
"Rockart","","Natural Stone & Glass Mosaics","MOSA ICS","Our Rockart stone mosaics add sophistication along with an element of design to any space. Explore the different colors, shapes and finishes this series has to offer.","12""x13""; 12""x14""; 10""x12""; 11""x12""; 12""x12""; 10""x11""; 2""x10""","0","","","","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/rockart__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/rockart__lifestyle__2.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/rockart__lifestyle__3.jpg",""
"Sahara Noir","Slabs","Matte & Polished Porcelain","MARBLES - STONES - CONCRETES","","48""x48"" R; 24""x48"" R","1","Sahara Noir","Sahara Noir [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/sahara-noir__sahara-noir__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/sahara-noir__sahara-noir__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/sahara-noir__lifestyle__1.jpg",""
"Savoy","","Glazed Porcelain","STONES","Experience timeless elegance with Savoy - a stunning tile collection inspired by the natural beauty of travertine, rapolano, and fiorito stone. Each tile features a unique blend of beige and gray tones, designed to be mixed and matched for a personalized and sophisticated look.","24""x48"" R; 12""x24"" R","6","Travertine Gray | Travertine Beige | Fiorito Gray | Fiorito Beige | Rapolano Gray | Rapolano Beige","Travertine Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__travertine-gray__1.png] | Travertine Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__travertine-beige__1.png] | Fiorito Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__fiorito-gray__1.png] | Fiorito Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__fiorito-beige__1.png] | Rapolano Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-gray__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-gray__2.png] | Rapolano Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-beige__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-beige__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__travertine-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__travertine-beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__fiorito-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__fiorito-beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-gray__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/savoy__rapolano-beige__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/savoy__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/savoy__lifestyle__2.jpg",""
"Serena","","Glazed Porcelain","STONES","Serena blends modernity, nature, and harmony through a masterful design alchemy. Drawing inspiration from the timeless appeal of classic stone, Serena seamlessly merges the remarkable characteristics of Portland stone with the warm, natural tones of limestone and coral. Its delicate texture and unmatched uniqueness create a perfect balance of elegance and authenticity.","48""x110"" R; 48""x48"" R; 24""x48"" R; 12""x24"" R","4","Crosscut Bone | Veincut Bone | Crosscut Moka | Veincut Moka","Crosscut Bone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-bone__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-bone__2.png] | Veincut Bone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-bone__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-bone__2.png] | Crosscut Moka [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-moka__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-moka__2.png] | Veincut Moka [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-moka__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-moka__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-bone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-bone__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-bone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-bone__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-moka__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__crosscut-moka__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-moka__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/serena__veincut-moka__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/serena__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/serena__lifestyle__2.jpg",""
